oui,companyName
00:25:BA,Alcatel-Lucent Ipd
0.01275462962963,LoBenn Inc
40:70:74,"Life Tech (China) Co, Ltd"
2C:F7:F1,Seeed Tech Inc
40:7F:E0,Glory Star Technics (ShenZhen) Ltd
0C:D8:6C,"Shenzhen Fast Tech Co, Ltd"
0.00775462962963,Caradon Trend Ltd
00:50:C2:35:0,Kinesys Projects Ltd
00:50:C2:3B:F,Audio Processing Tech Ltd
94:CC:04:6,Sam Nazarko Trading Ltd
70:B3:D5:B8:3,Matrix Telematics Ltd
00:26:2D,Wistron Corp
A4:50:55,Busware.DE
00:50:C2:F4:6,Reason Tecnologia S.A.
DC:44:27:0,Suritel
E4:38:8C,Digital Products Ltd
00:05:B1,Asb Tech BV
0.006574074074074,"Oullim Information Tech Inc,."
00:25:A9,"Shanghai Embedway Information Tech Co, Ltd"
70:B3:D5:C1:9,Zumbach Electronic AG
A0:86:EC,"Saehan Hitec Co, Ltd"
34:DE:34,zte Corp
20:69:80,"Apple, Inc"
C8:E6:00,"Huawei Tech Co, Ltd"
0:25:05,eks Engel GmbH & Co KG
4:31:10,"Inspur Group Co, Ltd"
4C:7C:D9,"Apple, Inc"
F4:1F:88,zte Corp
C4:AD:34,Routerboard.com
BC:D7:A5,"Aruba, a Hewlett Packard Enterprise Co"
00:90:78,"Mer Telemanagement Solutions, Ltd"
00:0D:72,2Wire Inc
E0:99:71,"Samsung Electronics Co, Ltd"
A8:AD:3D,"Alcatel-Lucent Shanghai Bell Co, Ltd"
54:D9:E4,"Brilliantts Co, Ltd"
70:86:C1,Texas Instruments
64:33:B5:8,Laco Tech
00:50:3A,Datong Electronics Ltd
00:50:C2:ED:A,"Joint Stock Co ""Svyaz Inginiring M"""
5C:E8:EB,"Samsung Electronics Co, Ltd"
00:D7:8F,"Cisco Systems, Inc"
F4:83:CD,"TP-Link Tech Co, Ltd"
FC:D2:B6:6,"Cirque Audio Tech Co, Ltd"
4C:F5:5B,"Huawei Tech Co, Ltd"
B8:14:5C,"Huawei Device Co, Ltd"
00:50:C2:2C:7,Siliquent Tech Ltd
00:50:C2:32:3,Red Rock Networks
00:25:CF,Nokia Danmark A/S
60:D7:E3:2,Novo innovations Ltd
F4:79:60,"Huawei Tech Co, Ltd"
68:6E:23,Wi3 Inc
40:78:75,Imbel - Industria de Material Belico do Brasil
04:4E:5A,"Arris Group, Inc"
C0:13:2B,Sichuan Changhong Electric Ltd
70:B3:D5:10:2,Oxford Monitoring Solutions Ltd
00:60:D8,"Elmic Systems, Inc"
3C:39:E7:D,Red Hen Baby
BC:76:5E,"Samsung Electronics Co, Ltd"
00:50:C2:75:1,e&s Engineering & Software GmbH
E0:36:76,"Huawei Tech Co, Ltd"
50:52:3B,Nokia
00:05:C9,LG innotek
70:B3:D5:A5:9,MuuntosÃ¤hkÃ¶ Oy - Trafox
34:E1:D1:8,Hubitat Inc
0.886111111111111,"Actiontec Electronics, Inc"
60:18:2E,ShenZhen Protruly Electronic Ltd Co
70:B3:D5:FA:5,"Shenzhen Hui Rui Tianyan Tech Co, Ltd"
00:D0:DC,"Modular Mining Systems, Inc"
D8:79:88,"Hon Hai Precision Ind. Co, Ltd"
D4:C1:FC,Nokia Corp
70:B3:D5:1A:C,Svp Broadcast Microwave S.L.
0:17:59,"Cisco Systems, Inc"
00:18:7D,Armorlink Co .Ltd
40:D8:55:1A:E,"Autonomous Solutions, Inc"
88:4C:CF,"Pulzze Systems, Inc"
A0:C5:F2:3,"Shenzhen Feima Robotics Tech Co, Ltd"
DC:AE:EB,Ruckus Wireless
5C:A4:A4,"Fiberhome Telecommunication Tech Co, Ltd"
00:14:DB,Elma Trenew Electronic GmbH
20:13:E0,"Samsung Electronics Co, Ltd"
8C:A6:DF,"TP-Link Tech Co, Ltd"
70:B3:D5:E6:5,Birtech Tech
54:14:F3,Intel Corp
7C:83:34:1,Linear Logic Llc
0.011180555555556,"A-First Tech Co, Ltd"
0:16:28,Magicard Ltd
0.014074074074074,"Xipher Tech, Llc"
3C:E5:A6,"Hangzhou H3c Tech Co, Ltd"
00:1B:C5:02:A,"Analytical Instrument Systems, Inc"
00:80:91,"Tokyo Electric Co, Ltd"
00:1B:51,Vector Tech Corp
00:1E:46,"Arris Group, Inc"
70:B3:D5:12:4,Forschungs- und Transferzentrum Leipzig e.V.
F8:A2:D6,Liteon Tech Corp
2C:78:0E,"Huawei Device Co, Ltd"
BC:CE:25,"Nintendo Co, Ltd"
00:80:EE,Thomson Csf
54:E0:32,Juniper Networks
70:B3:D5:5C:8,"Yuyama Mfg Co, Ltd"
38:61:A5,Grabango Co
00:05:8B,"IPmental, Inc"
34:99:6F,Vpi Engineering
9C:4F:CF,Tct mobile Ltd
AC:5F:3E,Samsung Electro-Mechanics(Thailand)
00:50:C2:D9:F,BitWise Controls
00:50:C2:E1:B,Embedded Labs
30:10:B3,Liteon Tech Corp
D8:54:3A,Texas Instruments
70:9B:A5,"Shenzhen Y&D Electronics Co, Ltd"
E4:95:6E:0,"Smc Networks, Inc"
10:2A:B3,Xiaomi Communications Co Ltd
70:B3:D5:2F:D,"Special Projects Group, Inc"
70:B3:D5:EA:6,Galios
D8:86:0B:7,GrÃ¼nbeck Wasseraufbereitung GmbH
94:BF:94,Juniper Networks
0:24:46,Mmb Research Inc
F0:BD:F1,Sipod Inc
E8:EF:89,Opmex Tech
0:02:28,"Necsom, Ltd"
00:05:DC,"Cisco Systems, Inc"
6C:B4:FD,"Huawei Device Co, Ltd"
C0:25:5C,"Cisco Systems, Inc"
AC:3A:7A,"Roku, Inc"
70:B3:D5:5D:6,Bmt Messtechnik GmbH
0:15:06,Neo Photonics
40:D8:55:07:7,"Toec Tech Co, Ltd"
28:F5:32,Add-Engineering BV
D0:A0:D6,TÃœV Rheinland (China) Ltd
FC:A4:7A:3,Cliptech Industria e Comercio Ltda
00:50:C2:32:B,Digital Multimedia Tech Spa
00:14:6A,"Cisco Systems, Inc"
00:50:C2:4A:5,Teledyne Monitor Labs
70:B3:D5:89:8,Salupo Sas
38:F7:CD:3,Vanguard
00:0C:2C,Enwiser Inc
FC:03:9F,"Samsung Electronics Co, Ltd"
48:5D:EB,Just Add Power
8C:D6:28,Ikor Metering
50:F1:4A,Texas Instruments
D4:74:1B,"Beijing HuaDa ZhiBao Electronic System Co, Ltd"
00:12:DD,"Shengqu Information Tech (Shanghai) Co, Ltd"
00:14:3C,Rheinmetall Canada Inc
00:50:C2:97:8,Logital Digital Media srl
00:23:D7,"Samsung Electronics Co, Ltd"
00:50:C2:E0:6,Ebner Electronic GmbH
00:03:AD,Emerson Energy Systems AB
00:50:C2:17:2,Saet I.S. S.r.l.
00:50:C2:59:1,Grosvenor Tech Ltd
00:08:2A,Powerwallz Network Security
B8:99:B0,Cohere Tech
04:7F:0E,Barrot Tech Ltd
BC:38:65,Jwcnetworks
00:50:C2:2F:1,"Geometrics, Inc"
70:B3:D5:A4:B,McKay Brothers Llc
70:B3:D5:85:2,"NetBoxSC, Llc"
58:76:75,"Beijing Echo Tech Co, Ltd"
34:E6:AD,Intel Corp
38:CA:DA,"Apple, Inc"
F8:8A:3C,Ieee Registration Authority
84:AB:1A,"Apple, Inc"
00:03:DA,"Takamisawa Cybernetics Co, Ltd"
00:50:C2:65:B,Silverbrook Research
00:22:FC,Nokia Danmark A/S
B8:A8:AF,Logic S.p.A.
F0:C2:7C,"Mianyang Netop Telecom Equipment Co, Ltd"
70:B3:D5:A3:F,PHPower Srl
00:0B:27,Scion Corp
00:50:C2:5D:C,RM Michaelides Software & Elektronik GmbH
00:1F:94,Lascar Electronics Ltd
78:C2:C0:D,Korf Inc
50:98:39,Xiaomi Communications Co Ltd
DC:62:94,"Guangzhou Lango Electronics Tech Co, Ltd"
00:06:9D,Petards Ltd
00:0D:58,Private
B8:F8:28,Changshu Gaoshida Optoelectronic Tech Co Ltd
70:B3:D5:4E:7,Digital Domain
38:B1:9E:0,Triple Jump Medical
8:16:05,Vodafone Italia S.p.A.
DC:0C:2D,"Weifang Goertek Electronics Co, Ltd"
C8:CA:79,Ciena Corp
00:0B:14,ViewSonic Corp
00:50:C2:B0:0,Saia Burgess Controls AG
90:FF:79,Metro Ethernet Forum
00:50:C2:BF:3,Wanco Inc
40:D8:55:0C:D,Logical Product
70:B3:D5:37:C,Merus Power Dynamics Ltd
E4:98:BB,Phyplus Microelectronics Ltd
4C:EF:56,Shenzhen Sundray Tech Co Ltd
00:C0:A8,Gvc Corp
00:1B:D3,Panasonic Corp Avc Networks Co
80:EE:73,"Shuttle, Inc"
00:50:C2:D1:F,Olympus Ndt Canada Inc
04:C3:E6:6,"Shenzhen Shuotian Information Tech Co, Ltd"
70:1B:FB,Integrated Device Tech (Malaysia) Sdn. Bhd.
E0:B9:E5,Technicolor Delivery Tech Belgium NV
D0:55:B2,Integrated Device Tech (Malaysia) Sdn. Bhd.
68:57:2D,Tuya Smart Inc
D4:C1:9E,Ruckus Wireless
58:50:ED,"Hangzhou Hikvision Digital Tech Co, Ltd"
00:A0:70,Coastcom
00:50:C2:BF:F,I.S.A. S.r.l.
24:0A:64,AzureWave Tech Inc
0:10:49,"ShoreTel, Inc"
00:50:C2:40:C,Applied Materials UK Ltd
00:15:A4,"Arris Group, Inc"
00:50:C2:96:5,Emitech Corp
38:73:EA:8,"Rock Electronic Co, Ltd"
0C:56:5C,HyBroad Vision (Hong Kong) Tech Co Ltd
8C:E7:8C,DK Networks
70:66:1B,Sonova AG
18:9B:A5:2,Airprotec
FC:9B:D4,EdgeQ
0:02:26,"XESystems, Inc"
00:50:D7,Telstrat
40:16:9F,"TP-Link Tech Co, Ltd"
0.013553240740741,"Zhongshan General K-mate Electronics Co, Ltd"
00:50:C2:A1:2,Hce Engineering S.r.l.
70:3C:03,"RadiAnt Co, Ltd"
00:1C:6A,Weiss Engineering Ltd
78:DD:08,"Hon Hai Precision Ind. Co, Ltd"
00:50:C2:DF:C,I-Evo Ltd
F0:F3:36,"TP-Link Tech Co, Ltd"
70:B3:D5:4A:0,Fludia
00:02:AE,Scannex Electronics Ltd
0.00431712962963,"Cisco Systems, Inc"
00:50:C2:28:9,Rototype S.p.A.
5A:CB:D3,Simaudio Ltd
04:D1:6E:2,s.d.i. s.p.a.
50:21:EC,"Huawei Device Co, Ltd"
00:50:C2:96:3,LÃ©cureux SA
F8:47:2D,X2gen Digital Corp Ltd
DC:41:5F,"Apple, Inc"
60:E7:8A,Unisem
98:AA:FC:8,Beijing Tiandi-Marco Electro-Hydraulic Control System Co Ltd
0.035439814814815,Kouwell Electronics Corp **
00:D0:CC,Tech Lyre Inc
00:0D:DB,Airwave Tech Inc
DC:56:E7,"Apple, Inc"
98:80:BB:6,"Neusoft Reach Automotive Tech (Shenyang) Co, Ltd"
0:27:01,INCOstartec GmbH
00:50:C2:FB:7,Pounce Consulting
70:B3:D5:CF:E,Secturion Systems
00:80:CE,Broadcast Television Systems
00:50:C2:33:3,Radix Corp
00:50:C2:91:2,"Asset InterTech, Inc"
C0:9C:92,Coby
00:50:C2:BC:F,"Epiko, elektronski sistemi d.o.o."
00:50:C2:E9:D,nicai-systems
64:C9:44,"Lark Tech, Inc"
70:B3:D5:74:E,"PushCorp, Inc"
00:40:E4,"E-M Tech, Inc"
0:10:28,"Computer Technica, Inc"
00:0B:B8,Kihoku Electronic Co
70:B3:D5:3B:2,Sicon srl
B0:26:28,Broadcom Ltd
34:3D:C4,Buffalo.Inc
98:F7:81,"Arris Group, Inc"
40:C7:11,"Apple, Inc"
00:04:7E,Siqura B.V.
AC:02:EF,Comsis
64:A6:51,"Huawei Tech Co, Ltd"
E4:77:27,"Huawei Tech Co, Ltd"
10:2C:EF,Emu Electronic AG
78:13:05:6,"Crrc Nangjing Puzhen Haitai Brake Equipment Co, Ltd"
00:50:C2:F2:E,"H&L Instruments, Llc"
70:B3:D5:D8:D,"Pullnet Tech, S.L."
A0:3E:6B:6,"Wuhan Rui Ying Tong Network Tech Co, Ltd(China)"
6C:C2:6B,"Apple, Inc"
AC:61:EA,"Apple, Inc"
70:B3:D5:61:A,Rocket Lab Ltd
0:21:11,Uniphone Inc
54:B6:20,Suhdol E&C CoLtd
00:50:C2:D6:8,"HiSpeed Data, Inc"
38:B5:BD,E.G.O. Elektro-Ger
00:1B:C5:0A:A,Senceive Ltd
A0:A3:3B,"Huawei Tech Co, Ltd"
70:B3:D5:92:D,"Suzhou Wansong Electric Co, Ltd"
18:48:59,Castlenet Tech Inc
0.021689814814815,Equiinet Ltd
00:90:82,Force Institute
00:13:E6,Technolution
6C:AE:F6,eero Inc
C0:FB:F9:E,Navitas Digital Safety Ltd
0:16:51,Exeo Systems
50:E5:49,"Giga-Byte Tech Co, Ltd"
C8:D7:79,"Qing Dao Haier Telecom Co, Ltd"
8C:1F:64:3A:D,TowerIQ
00:C0:9D,"Distributed Systems Int'L, Inc"
00:50:C2:4A:8,Cyjaya Korea
70:B3:D5:33:E,"Dynamic Connect (Suzhou) Hi-Tech Electronic Co, Ltd"
68:2D:DC,"Wuhan Changjiang Electro-Communication Equipment Co, Ltd"
D0:9F:D9:4,"Poten (Shanghai) Tech Co, Ltd"
00:0D:E2,Cmz Sistemi Elettronici
44:D8:32,AzureWave Tech Inc
D8:D2:7C,"Jema Energy, SA"
0C:46:9D,MS Sedco
94:16:73,Point Core Sarl
08:B2:A3,Cynny Italia S.r.L.
70:B3:D5:21:4,signalparser
08:C6:B3,Qtech Llc
00:90:81,"Aloha Networks, Inc"
00:14:B1,Axell Wireless Ltd
00:50:C2:70:1,Keith & Koep GmbH
70:B3:D5:88:7,Entec Solar S.L.
44:5F:7A,Shihlin Electric & Engineering Corp
4C:24:98,Texas Instruments
00:80:65,Cybergraphic Systems Pty Ltd
70:B3:D5:7A:2,"Alpha Ess Co, Ltd"
00:C0:98,"Chuntex Electronic Co, Ltd"
00:50:C2:39:6,RapidWave Inc
F8:1D:78:3,"Shanghai Sun Telecommunication Co, Ltd"
AC:5F:EA,"OnePlus Tech (Shenzhen) Co, Ltd"
D4:AD:FC,Private
0:40:22,"Klever Computers, Inc"
00:25:DC,"Sumitomo Electric Industries, Ltd"
DC:44:27:F,Private
00:0E:28,Dynamic Ratings P/L
00:23:F7,Private
00:50:C2:99:3,"Unetconvergence Co, Ltd"
00:50:C2:CB:A,"Delta Tau Data Systems, Inc"
2C:54:2D,"Cisco Systems, Inc"
00:80:74,Fisher Controls
0:02:37,Cosmo Research Corp
00:0D:4A,Steag Eta-Optik
0C:2C:54,"Huawei Tech Co, Ltd"
70:B3:D5:F9:7,Typhon Treatment Systems Ltd
70:B3:D5:8E:8,Preo Industries Far East Ltd
34:53:D2,Sagemcom Broadband Sas
7C:1C:F1,"Huawei Tech Co, Ltd"
A0:3E:6B:F,Private
D4:DC:CD,"Apple, Inc"
48:D3:43,"Arris Group, Inc"
70:B3:D5:85:7,Rch Italia SpA
B0:FD:0B:3,Dmac Security Llc
20:0A:0D:7,Tecnint Hte Srl
00:30:7B,"Cisco Systems, Inc"
00:23:E1,Cavena Image Products AB
B8:99:19,"7signal Solutions, Inc"
00:50:C2:13:1,"InBus Engineering, Inc"
00:1C:61,Galaxy Microsystems Ltd
DC:7B:94,"Cisco Systems, Inc"
B8:F9:34,Sony Corp
10:71:F9,"Cloud Telecomputers, Llc"
00:20:6D,"Data Race, Inc"
00:D0:78,Eltex of Sweden AB
00:50:C2:05:9,Austco Marketing & Service (Usa) Ltd
70:F3:5A,"Cisco Systems, Inc"
7A:84:F0,"McDowell Signal Processing, Llc (dba McDSP)"
6C:4D:51,"Shenzhen Ceres Tech Co, Ltd"
70:B3:D5:64:F,Gunma Electronics Co Ltd
BC:96:80,"Shenzhen Gongjin Electronics Co, LT"
0C:9B:13,Shanghai Magic Mobile Telecommunication CoLtd
78:F8:82,LG Electronics (Mobile Communications)
EC:30:91,"Cisco Systems, Inc"
64:DB:18,OpenPattern
D0:BD:01,DS International
50:0B:91:C,"Diamond Traffic Products, Inc"
C0:AE:FD,"Shenzhen HC-Wlan Tech Co, Ltd"
00:50:C2:3E:B,Iss International
0:18:45,Pulsar-Telecom Llc
00:1C:BC,"CastGrabber, Llc"
9C:66:50,"Glodio Technolies Co, Ltd Tianjin Branch"
CC:1B:E0:1,Beijing Daotongtianxia CoLtd
4C:0A:3D,Adnacom Inc
00:0C:BA,"Jamex, Inc"
00:1D:BC,"Nintendo Co, Ltd"
00:50:C2:DD:E,Drs Imaging and Targeting Solutions
34:DB:FD,"Cisco Systems, Inc"
70:B3:D5:86:E,Profcon AB
F4:93:9F,"Hon Hai Precision Ind. Co, Ltd"
0:17:00,"Arris Group, Inc"
00:1D:A6,Media Numerics Ltd
FC:8B:97,"Shenzhen Gongjin Electronics Co, LT"
B0:80:8C,Laser Light Engines
2C:09:CB,Cobs AB
0:20:25,"Control Tech, Inc"
0:10:21,"Encanto Networks, Inc"
08:00:8E,Tandem Computers
84:11:C2:B,"Guangdong Creator&Flyaudio Electronic Tech Co, Ltd"
E0:89:7E,"Apple, Inc"
04:D1:6E:A,Metra Electronics
C0:9B:F4:0,annapurnalabs
00:50:C2:5A:F,Dorlet Sau
E0:25:38,Titan Pet Products
C4:61:8B,"Apple, Inc"
70:B3:D5:DC:D,C Tech Bilisim Teknolojileri San. VE Tic. A.S.
70:B3:D5:B0:E,Servotronix Motion Control
00:01:9E,"Ess Tech, Inc"
00:05:BB,Myspace AB
00:50:C2:65:9,"Dorsett Tech, Inc"
68:78:4C,Nortel Networks
4C:98:EF,Zeo
38:2D:D1,"Samsung Electronics Co, Ltd"
FC:CA:C4,"LifeHealth, Llc"
54:13:10,"Huawei Tech Co, Ltd"
00:0E:99,"Spectrum Digital, Inc"
0:16:29,Nivus GmbH
00:1C:C0,Intel Corp
D4:F3:37,Xunison Ltd
4C:91:7A:B,AvertX
1C:57:3E,Altice Labs S.A.
00:30:AC,"Systeme Lauer GmbH & Co, Ltd"
48:C1:AC,"Plantronics, Inc"
70:B3:D5:90:8,Accusonic
90:8D:78,D-Link International
CC:1B:E0:C,"Guangzhou Southelectric Power Science Tech Development Co, Ltd"
2C:48:35:A,Collatz+Trojan GmbH
8C:1F:64:33:0,vision systems safety Tech
00:00:CA,"Arris Group, Inc"
00:21:6A,Intel Corp
FC:FE:C2,Invensys Controls UK Ltd
B4:B5:42,"Hubbell Power Systems, Inc"
70:B3:D5:EE:7,Blue-Solutions Canada Inc
D0:56:BF,Amosense
D4:1A:D1,Zyxel Communications Corp
00:01:F0,"Tridium, Inc"
00:04:EF,Polestar Corp
00:1E:B0,ImesD Electronica S.L.
00:11:8B,Alcatel-Lucent Enterprise
00:23:AF,"Arris Group, Inc"
00:24:9F,Rim Testing Services
70:B3:D5:38:C,"MiraeSignal Co, Ltd"
50:0B:91:9,"Machfu, Inc"
00:50:DB,Contemporary Control
00:06:BF,"Accella Tech Co, Ltd"
00:50:C2:1C:9,modas GmbH
98:00:C1,"GuangZhou Creator Tech Co, Ltd(China)"
F0:41:C8:0,"Linpa Acoustic Tech Co, Ltd"
70:B3:D5:DB:B,Fuhr GmbH Filtertechnik
0:22:11,Rohati Systems
F8:8D:EF,Tenebraex
44:37:6F,Young Electric Sign Co
64:C2:DE,LG Electronics (Mobile Communications)
70:B3:D5:1F:2,"Yuyama Mfg Co, Ltd"
00:D0:1E,Pingtel Corp
00:0C:58,M&S Systems
00:50:C2:52:D,Smartcom-Bulgaria AD
8C:47:6E,Ieee Registration Authority
90:C1:19,Nokia
04:DB:8A,Suntech International Ltd
FC:C2:DE,"Murata Manufacturing Co, Ltd"
14:1F:BA:0,"Shenzhen Mining Tech Co, Ltd"
84:C8:07,Adva Optical Networking Ltd
0.002488425925926,IP.Access Ltd
0:04:36,"ELANsat Tech, Inc"
00:50:C2:2E:B,Lingg & Janke Ohg
70:B3:D5:ED:A,Breas Medical AB
00:04:CC,Peek Traffic B.V.
0:06:15,"Kimoto Electric Co, Ltd"
60:03:08,"Apple, Inc"
A4:D4:B2,"Shenzhen MeiG Smart Tech Co, Ltd"
C8:F7:50,Dell Inc
E4:5D:37,Juniper Networks
58:48:49:D,Telegaertner Elektronik GmbH
00:0E:9C,Benchmark Electronics
FC:1F:C0,Eurecam
50:CD:22,Avaya Inc
0:17:26,m2c Electronic Tech Ltd
00:1C:2B,Alertme.com Ltd
64:9A:08,"Shenzhen SuperElectron Tech Co, Ltd"
0.022592592592593,TP-Link Corp Ltd
00:05:F9,Toa Corp
00:50:C2:4F:7,WaveIP
00:16:B1,Kbs
70:69:79:7,Intelitech Sia
00:1D:7C,Abe Elettronica S.p.A.
00:50:C2:88:F,Keynote Sigos GmbH
70:B3:D5:6A:1,Glial Tech
0:13:54,"Zcomax Tech, Inc"
00:50:C2:4E:1,SS Telecoms CC
00:1B:C5:01:3,Zamir Recognition Systems Ltd
00:A0:1A,Binar Elektronik AB
0:50:18,"Amit, Inc"
00:50:C2:42:8,Roxar A/S
4C:93:A6:3,Commsignia Ltd
44:90:BB,"Apple, Inc"
00:07:DC,"Atek Co, Ltd"
0:18:00,Unigrand Ltd
3C:1A:9E,VitalThings AS
0.01431712962963,Soft Device Sdn Bhd
00:1B:7E,Beckmann GmbH
0.018078703703704,interbro Co Ltd
2C:3F:3E,Alge-Timing GmbH
64:27:53,"Huawei Device Co, Ltd"
00:60:73,"Redcreek Communications, Inc"
00:50:C2:24:0,Geoquip Ltd
00:14:C8,Contemporary Research Corp
64:6E:EA,Iskratel d.o.o.
8C:1F:64:15:E,"Dynomotion, Inc"
00:1E:D0,Ingespace
64:52:99,"The Chamberlain Group, Inc"
00:6B:9E,"Vizio, Inc"
C8:A6:20,"Nebula, Inc"
88:A2:5E,Juniper Networks
BC:54:51,"Samsung Electronics Co, Ltd"
C4:84:66,"Apple, Inc"
88:A9:A7:5,Volterman Inc
0.011828703703704,Liyuh Tech Ltd
98:D8:8C,Nortel Networks
C0:F8:DA,"Hon Hai Precision Ind. Co, Ltd"
8C:1C:DA:C,Alcidae Inc
70:B3:D5:10:1,Adolf Nissen Elektrobau GmbH + Co KG
F4:BE:EC,"Apple, Inc"
0.013541666666667,"RadioCOM, s.r.o."
D0:22:12:1,Aim
7C:F8:54,"Samsung Electronics Co, Ltd"
A0:F9:E0,Vivatel Co Ltd
00:A0:5E,Myriad Logic Inc
00:09:EA,Yem Inc
00:0D:26,Primagraphics Ltd
5C:09:79,"Huawei Tech Co, Ltd"
AC:5E:14,"Huawei Tech Co, Ltd"
00:E0:E4,"Fanuc Robotics North America, Inc"
B8:C7:5D,"Apple, Inc"
4C:49:E3,Xiaomi Communications Co Ltd
00:50:C2:A4:9,Wayne Dalton Corp
A4:4F:29,Ieee Registration Authority
00:23:A8,Marshall Electronics
00:25:AC,I-Tech Corp
24:0B:B1,Kostal Industrie Elektrik GmbH
40:D8:55:0F:2,SigmaPhi Electronics
D0:33:11,"Apple, Inc"
0:04:17,Elau AG
00:50:C2:29:3,IP Unity
00:18:D6,Swirlnet A/S
84:27:B6,China Mobile Iot Co Ltd
70:B3:D5:61:D,Telonic Berkeley Inc
3C:42:7E:8,Ubtech Robotics Corp
68:4A:76,eero Inc
F8:E4:3B,Asix Electronics Corp
00:60:C0,Nera Networks AS
00:50:C2:0E:2,Visual Circuits Corp
00:0D:56,Dell Inc
70:B3:D5:BC:6,Hatteland Display AS
00:A0:52,Stanilite Electronics Pty. Ltd
D4:CB:AF,Nokia Corp
74:D0:DC,Ericsson AB
9C:CC:83,Juniper Networks
70:B3:D5:E3:F,Bestcode Llc
8C:1F:64:25:E,"R2Sonic, Llc"
00:05:CA,"Hitron Tech, Inc"
00:50:C2:EA:F,Gogo BA
94:D8:59,Tct mobile Ltd
EC:BB:AE,Digivoice Tecnologia em Eletronica Ltda
58:B9:61,Solem Electronique
D0:3F:AA,"Apple, Inc"
00:50:C2:F0:A,Hascom International Pty Ltd
F4:0F:9B,Wavelink
60:C7:98,Verifone
08:A5:C8,Sunnovo International Ltd
F8:43:60,Private
00:11:2A,Niko NV
00:13:2A,Sitronics Telecom Solutions
00:1B:18,"Tsuken Electric Ind. Co, Ltd"
04:94:6B,Tecno Mobile Ltd
08:90:BA,Danlaw Inc
D0:05:E4,"Huawei Device Co, Ltd"
00:50:C2:B0:6,"CompuDesigns, Inc"
30:D3:57,"Logosol, Inc"
AC:1D:DF:E,Duravit AG
90:4C:81,Hewlett Packard Enterprise
30:1F:9A:A,"Hunan Changsha Hengjian Technoldgy Develpment Co, Ltd"
00:13:D5,RuggedCom
0:19:30,"Cisco Systems, Inc"
00:1B:2D,Med-Eng Systems Inc
A8:40:41,"Dragino Tech Co, Ltd"
70:B3:D5:DC:5,Excel Medical Electronics Llc
88:DA:1A,"Redpine Signals, Inc"
00:50:C2:AA:B,Brs Sistemas EletrÃ´nicos
74:19:F8:2,Symtop Instrument Co
00:15:0A,"Sonoa Systems, Inc"
00:19:E2,Juniper Networks
00:50:C2:6F:7,infoplan GesellschaftfÃ¼r Informationssysteme mbH
90:C6:82:C,Li Seng Tech Ltd
D8:86:0B:0,"Inspur Group Co, Ltd"
F8:82:00,CaptionCall
0:05:22,"Lea*D Corp, Inc"
0:18:11,"Neuros Tech International, Llc"
00:23:A9,"Beijing Detianquan Electromechanical Equipment Co, Ltd"
0.011527777777778,"Arris Group, Inc"
CC:0D:EC,Cisco Spvtg
28:3B:82,D-Link International
80:D0:4A,Technicolor CH Usa Inc
0.028715277777778,Mannesmann Scangraphic GmbH
0C:E4:41,"Apple, Inc"
70:B3:D5:33:9,Sierra Nevada Corp
54:2B:57,Night Owl SP
DC:D7:A0,"Huawei Device Co, Ltd"
78:45:01,Biamp Systems
0.436331018518519,Sadel S.p.A.
70:B3:D5:45:0,Apantac Llc
00:0A:8E,Invacom Ltd
40:D8:55:0F:9,Invisua Lighting BV
B4:37:D1:3,"DimtonÂ Co, Ltd"
B4:E1:EB,Private
E4:40:E2,"Samsung Electronics Co, Ltd"
28:64:B0,"Huawei Device Co, Ltd"
00:50:C2:60:8,Silex Industrial Automation Ltd
00:1D:32,Longkay Communication & Tech (Shanghai) Co Ltd
E8:4E:CE,"Nintendo Co, Ltd"
D4:78:56,Avaya Inc
04:71:4B:D,"Shenzhen BoClouds Tech Co, Ltd"
70:B3:D5:9C:2,"Sportsbeams Lighting, Inc"
D0:9F:D9:7,Raymax Tech Ltd
3C:C1:2C,Aes Corp
68:3E:EC,Ereca
40:D8:55:0D:B,Top Connect OU
00:50:C2:F7:9,Tattile Srl
C0:34:B4,Gigastone Corp
4C:BC:98:8,"Shenzhen Shanling Digital Tech Development Co, Ltd"
70:B3:D5:D4:9,Sicon srl
94:CC:04:8,"CircuitWerkes, Inc"
00:00:A2,Bay Networks
0.005983796296296,"Netpower Co, Ltd"
10:76:8A,EoCell
58:61:63,Quantum Networks (SG) Pte. Ltd
C8:94:02,"Chongqing Fugui Electronics Co, Ltd"
0.001666666666667,Sieb & Meyer AG
AC:C9:35,Ness Corp
4C:E1:BB,"Zhuhai HiFocus Tech Co, Ltd"
00:C0:79,"Fonsys Co, Ltd"
00:0D:43,Drs Tactical Systems Inc
A8:E2:C1,Texas Instruments
00:50:C2:94:3,"QuanZhou Tdx Electronics Co, Ltd"
70:A1:91,"Trendsetter Medical, Llc"
00:50:C2:F4:8,Phoenix Audio Tech
1C:C5:86,Absolute Acoustics
00:40:9A,"Network Express, Inc"
0.001793981481481,"Sena Tech, Inc"
00:22:3A,Cisco Spvtg
7C:BA:CC:B,Briowireless Inc
D8:18:D3,Juniper Networks
44:A9:2C:A,Digiport OU
0:01:21,"WatchGuard Tech, Inc"
00:11:1F,"Doremi Labs, Inc"
E8:BD:D1,"Huawei Tech Co, Ltd"
00:26:FF,BlackBerry Rts
A0:BB:3E:9,Sandal Plc
